,0
2009-06-26,-0.036592431522273094
2009-07-12,-0.025246036015794032
2009-07-28,-0.03079228333641948
2009-08-13,0.004425069414190436
2009-08-29,0.01662023010633243
2009-09-14,-0.047861463537376636
2009-09-30,0.047670319012147855
2009-10-16,-0.054841329445529774
2009-11-01,
2009-11-17,-0.009024586309620386
2009-12-03,0.21431213839716923
2009-12-19,0.16418004554240795
2010-01-01,0.15089177900514072
2010-01-17,
2010-02-02,0.10595916547215303
2010-02-18,0.18234813608863862
2010-03-06,0.13960268501310613
2010-03-22,0.20161746593449364
2010-04-07,0.07003167060895346
2010-04-23,0.09985065057686375
2010-05-09,0.07883295867249183
2010-05-25,0.0028234857921761447
2010-06-10,0.031147308104483462
2010-06-26,0.006241493200658588
2010-07-12,-0.0158592286378893
2010-07-28,-0.014406059576514085
2010-08-13,-0.04873859860544452
2010-08-29,0.02493047025907605
2010-09-14,0.055872002869704174
2010-09-30,0.043413517388151496
2010-10-16,0.015161776688648015
2010-11-01,0.0687693147657733
2010-11-17,0.06379073745482275
2010-12-03,0.13417460471716772
2010-12-19,-0.04538980558353434
2011-01-01,0.04273741258998212
2011-01-17,0.16400290020918956
2011-02-02,-0.047647277252602066
2011-02-18,-0.06708585129704076
2011-03-06,-0.032504766781338346
2011-03-22,-0.41854757465366615
2011-04-07,0.04764405940356993
2011-04-23,-0.04680851221145142
2011-05-09,0.006677287563215763
2011-05-25,-0.005941924134723525
2011-06-10,0.015153250320542544
2011-06-26,0.044019773193323564
2011-07-12,0.00044124409053358793
2011-07-28,0.08172266289456073
2011-08-13,0.06388212772361143
2011-08-29,0.0666619676605689
2011-09-14,-0.0012101110235755996
2011-09-30,-0.10016906113454699
2011-10-16,0.05358201519965397
2011-11-01,-0.15479223014708832
2011-11-17,-0.2114947249968649
2011-12-03,0.2445400908738044
2011-12-19,0.1909455487863114
2012-01-01,0.1242550339418741
2012-01-17,
2012-02-02,0.03384755416899313
2012-02-18,-0.18377664086485337
2012-03-05,-0.1761001057917259
2012-03-21,-0.07194203112403695
2012-04-06,-0.09306545350342378
2012-04-22,
2012-05-08,-0.04604907141949456
2012-05-24,-0.03725773112125555
2012-06-09,-0.012445971557379892
2012-06-25,-0.04376352954199356
2012-07-11,-0.02697105921464127
2012-07-27,0.026260914815718017
2012-08-12,-0.002799856742075113
2012-08-28,-0.009921633286433584
2012-09-13,0.015168653503114471
2012-09-29,0.04937808146394018
2012-10-15,-0.044538356021551845
2012-10-31,0.022422505825992173
2012-11-16,-0.1484641745453018
2012-12-02,0.2135324401721729
2012-12-18,-0.24469381060107523
2013-01-01,-0.24073943786713084
2013-01-17,-0.40579760792525565
2013-02-02,
2013-02-18,0.0019106890027487666
2013-03-06,-0.11902190461898504
2013-03-22,0.051838739405059134
2013-04-07,0.04742590237805304
2013-04-23,0.016763432115491535
2013-05-09,0.05717856738120931
2013-05-25,0.002011752242426057
2013-06-10,0.012590481066670933
2013-06-26,0.007286498298836042
2013-07-12,0.007560829216345655
2013-07-28,-0.01905702699250622
2013-08-13,0.004137907360018234
2013-08-29,-0.03996983231088233
2013-09-14,-0.012629274128516249
2013-09-30,-0.05689894935278189
2013-10-16,0.03727559004996661
2013-11-01,0.10608443381481021
2013-11-17,0.017528743563846455
2013-12-03,0.022380069728969748
2013-12-19,0.21417203409877122
2014-01-01,0.3841566892128192
2014-01-17,0.24908810555673427
2014-02-02,0.15011173236501116
2014-02-18,-0.15604850323983127
2014-03-06,0.07656247149310222
2014-03-22,0.03736506911499221
2014-04-07,-0.008114584570754785
2014-04-23,-0.024104071567341415
2014-05-09,-0.05444624538629313
2014-05-25,-0.036756783084107666
2014-06-10,-0.02223620865849113
2014-06-26,-0.03671926098876013
2014-07-12,0.04974611073506899
2014-07-28,-0.0458917967350565
2014-08-13,0.02729497270977807
2014-08-29,0.020506235692838076
2014-09-14,-0.01518713279450759
2014-09-30,
2014-10-16,-0.15305925225119127
2014-11-01,0.11258736280751085
2014-11-17,0.15022557543485576
2014-12-03,0.17888463008349487
2014-12-19,0.276617001519718
2015-01-01,0.5189760653864763
2015-01-17,0.11609713189996076
2015-02-02,0.12600671825817297
2015-02-18,0.21865718278268445
2015-03-06,0.10303375771261084
2015-03-22,0.08114976389184428
2015-04-07,0.004987673618681562
2015-04-23,-0.029739070941295458
2015-05-09,0.032277963356303556
2015-05-25,-0.04416699934400077
2015-06-10,-0.04485466089590184
2015-06-26,-0.024799198205960327
2015-07-12,0.03031404645613406
2015-07-28,-0.013862421262438418
2015-08-13,-0.0901934057851494
2015-08-29,0.01049789139938792
2015-09-14,-0.05883047147078657
2015-09-30,-0.017252996494822162
2015-10-16,-0.009800672017611145
2015-11-01,0.11511205154796776
2015-11-17,0.15159561751957348
2015-12-03,0.18139344581996023
2015-12-19,-0.22070352159871778
2016-01-01,-0.27855797359186124
2016-01-17,
2016-02-02,
2016-02-18,
2016-03-05,0.1310044211807582
2016-03-21,0.05565866506004086
2016-04-06,0.060350253443847965
2016-04-22,0.11017849496475601
2016-05-08,-0.019300850343355075
2016-05-24,-0.11651615050219882
2016-06-09,-0.0649552825629853
2016-06-25,-0.033134139186459355
2016-07-11,-0.05103301146595579
2016-07-27,-0.021282372691086154
2016-08-12,-0.05167225595313377
2016-08-28,-0.05493280887129637
2016-09-13,-0.03775324975206512
2016-09-29,-0.07769557430245909
2016-10-15,
2016-10-31,0.022461543887039716
2016-11-16,
2016-12-02,-0.26892859192411755
2016-12-18,-0.2282082047719034
2017-01-01,-0.3083450296962191
2017-01-17,0.13178883417514586
2017-02-02,-0.13312015104946492
2017-02-18,0.034326843385343586
2017-03-06,-0.2537233009957839
2017-03-22,
2017-04-07,-0.01111235701834265
2017-04-23,-0.07565792114734998
2017-05-09,-0.014810329428642941
2017-05-25,-0.048106965664504606
2017-06-10,-0.010774309257665704
2017-06-26,-0.06167729471877503
2017-07-12,0.012887827833812482
2017-07-28,-0.05452426815542244
2017-08-13,-0.16631616412582065
2017-08-29,0.01834079408765238
2017-09-14,-0.07111364128005249
2017-09-30,0.027387175728711174
2017-10-16,0.05767180125995179
2017-11-01,-0.03984594282704457
2017-11-17,
2017-12-03,0.32699462204718754
2017-12-19,-0.26535048391153526
2018-01-01,0.05118910901746307
2018-01-17,-0.03085589446227016
2018-02-02,0.028832799212433757
2018-02-18,-0.08613360782064769
2018-03-06,0.0060318078616938
2018-03-22,-0.009070599821382988
2018-04-07,0.009830889770771484
2018-04-23,-0.018701653896216863
2018-05-09,0.055961328326722584
2018-05-25,0.030938699632334837
2018-06-10,0.018680199808540687
2018-06-26,0.043753658827064196
2018-07-12,0.02092009726285443
2018-07-28,-0.044655536071093405
2018-08-13,-0.0001350083950858727
2018-08-29,0.016949342153718128
2018-09-14,-0.05162318899183366
2018-09-30,0.032275031644598065
2018-10-16,0.056798303308644424
2018-11-01,0.0032403620651249958
2018-11-17,0.12851840637703119
2018-12-03,0.2364085279580156
2018-12-19,0.07452022354509238
2019-01-01,0.19546063313426226
2019-01-17,
2019-02-02,0.09526561606078532
2019-02-18,-0.020124738888301352
2019-03-06,0.03988701516070861
2019-03-22,0.0892123681837628
2019-04-07,0.061480277858055835
2019-04-23,0.027647441760050115
2019-05-09,0.014678230645446086
2019-05-25,0.02547986882721881
2019-06-10,0.0073320007265574305
2019-06-26,-0.0849118219194043
2019-07-12,0.0796878451558862
2019-07-28,-0.03334489781663516
2019-08-13,-0.02780861365649806
2019-08-29,0.017806590388079913
2019-09-14,-0.011588389299274082
2019-09-30,-0.01404747492366637
2019-10-16,0.06116650423933777
2019-11-01,-0.3580017011478327
2019-11-17,0.07208371519425938
2019-12-03,0.278916020820126
2019-12-19,-0.36993927800017545
2020-01-01,-0.21875327802015326
2020-01-17,0.1022015945122843
2020-02-02,-0.24334950922737597
2020-02-18,0.006538943097835176
2020-03-05,0.04242191519481214
2020-03-21,-0.0040519469006485564
2020-04-06,0.011574518754695798
2020-04-22,0.020375758027435617
2020-05-08,0.029601623067020768
2020-05-24,0.04712490338309516
2020-06-09,-0.010491377295550663
2020-06-25,0.019005752884988292
2020-07-11,0.00699633661671531
2020-07-27,0.0068225185456709525
2020-08-12,0.011919933943442679
2020-08-28,0.05318413017250381
2020-09-13,-0.005404580757131683
2020-09-29,-0.04451924953692574
2020-10-15,-0.04595901973242819
2020-10-31,0.07706032300918259
2020-11-16,0.06275018505323152
2020-12-02,-0.09565370362666256
2020-12-18,
2021-01-01,0.12819373920060212
2021-01-17,0.2761552990229357
2021-02-02,0.11569012006800347
2021-02-18,-0.3679174993075284
2021-03-06,-0.12512742195026227
2021-03-22,-0.06839585273087553
2021-04-07,0.06220720711211848
2021-04-23,0.06426673831015446
2021-05-09,0.09264053061640298
2021-05-25,0.02875175095887962
2021-06-10,0.054182070623038675
2021-06-26,-0.004469626172678182
2021-07-12,-0.07976180434244731
2021-07-28,0.028620592869851608
2021-08-13,-0.014909247721927782
2021-08-29,-0.05085734286242374
2021-09-14,-0.007312216431263618
2021-09-30,-0.06944202396046947
2021-10-16,0.00889071261256185
2021-11-01,-0.28348772806619155
2021-11-17,0.17358310450367812
2021-12-03,0.2212427175801193
2021-12-19,-0.35762525729026373
2022-01-01,-0.36718613212833534
2022-01-17,-0.006419486720245754
2022-02-02,-0.016205769932554626
2022-02-18,0.07129243570595298
2022-03-06,0.12105617055637252
2022-03-22,0.06055011511996748
2022-04-07,-0.00035204338071016805
2022-04-23,-0.0028023676606244927
2022-05-09,-0.00019729872020534528
2022-05-25,0.04210062754111854
2022-06-10,0.10144243349577489
2022-06-26,-0.01546449757367388
2022-07-12,-0.03383766841396946
2022-07-28,-0.009199634999279893
2022-08-13,0.042444763441866706
2022-08-29,-0.02319073881310421
2022-09-14,-0.00037342045794089285
2022-09-30,-0.054067091844580195
